0,0.986839
1,0.985628
2,0.986103
3,0.986457
4,0.986978
5,0.987332
6,0.987994
7,0.987872
8,0.987146
9,0.987565
10,0.987407
11,0.988534
12,0.989987
13,0.989567
14,0.989102
15,0.989009
16,0.988841
17,0.988757
18,0.989372
19,0.989614
20,0.989987
21,0.989093
22,0.988999
23,0.98953
24,0.989325
25,0.989269
26,0.989037
27,0.988832
28,0.988785
29,0.988357
30,0.98832
31,0.988822
32,0.989344
33,0.989102
34,0.989046
35,0.989102
36,0.988692
37,0.988478
38,0.989325
39,0.9894
40,0.989204
41,0.988627
42,0.98913
43,0.988767
44,0.988357
45,0.988105
46,0.988813
47,0.988934
48,0.988385
49,0.987789
50,0.987398
51,0.98791
52,0.988664
53,0.988916
54,0.989148
55,0.989391
56,0.989307
57,0.98872
58,0.987956
59,0.988701
60,0.988869
61,0.988459
62,0.989083
63,0.988198
64,0.988413
65,0.987463
66,0.986373
67,0.988217
68,0.989027
69,0.98858
70,0.988776
71,0.987081
72,0.988673
73,0.987994
74,0.988757
75,0.988524
76,0.98885
77,0.989931
78,0.989567
79,0.989456
80,0.989437
81,0.988655
82,0.989176
83,0.989195
84,0.98859
85,0.988664
86,0.988739
87,0.989391
88,0.988953
89,0.986895
90,0.988627
91,0.988264
92,0.988133
93,0.987826
94,0.987602
95,0.987537
96,0.987984
97,0.987789
98,0.987826
99,0.987081
100,0.986494
101,0.987845
102,0.987779
103,0.987137
104,0.98668
105,0.986606
106,0.986774
107,0.987742
108,0.987714
109,0.987006
110,0.987137
111,0.985805
112,0.985609
113,0.986503
114,0.986336
115,0.98669
116,0.986066
117,0.987053
118,0.986364
119,0.986764
120,0.988031
121,0.98886
122,0.988888
123,0.988105
124,0.988012
125,0.98736
126,0.987733
127,0.987547
128,0.987351
129,0.987342
130,0.987593
131,0.987686
132,0.987509
133,0.987872
134,0.988208
135,0.988152
136,0.988478
137,0.988357
138,0.988953
139,0.987956
140,0.987286
141,0.987621
142,0.987174
143,0.987612
144,0.987845
145,0.988012
146,0.987547
147,0.986876
148,0.988198
149,0.988031
150,0.988562
151,0.988655
152,0.989474
153,0.988832
154,0.988804
155,0.988664
156,0.989316
157,0.989363
158,0.98926
159,0.989428
160,0.988711
161,0.989744
162,0.989847
163,0.989288
164,0.989325
165,0.989549
166,0.989558
167,0.989418
168,0.989744
169,0.98981
170,0.989502
171,0.989903
172,0.989325
173,0.989409
174,0.989577
175,0.989418
176,0.989847
177,0.989465
178,0.989018
179,0.98912
180,0.989465
181,0.988552
182,0.988999
183,0.988953
184,0.989558
185,0.989307
186,0.988869
187,0.988729
188,0.98832
189,0.988608
190,0.988506
191,0.987491
192,0.988301
193,0.989214
194,0.989074
195,0.989176
196,0.988822
197,0.989623
198,0.989484
199,0.989782
200,0.989772
201,0.989232
202,0.9898
203,0.99048
204,0.990843
205,0.990145
206,0.990052
207,0.989633
208,0.990042
209,0.989074
210,0.989009
211,0.988599
212,0.988562
213,0.988347
214,0.986429
215,0.98668
216,0.986885
217,0.986755
218,0.986578
219,0.985228
220,0.984576
221,0.984631
222,0.984482
223,0.984576
224,0.984976
225,0.985544
226,0.985684
227,0.985628
228,0.985544
229,0.985339
230,0.98492
231,0.985274
232,0.985647
233,0.985581
234,0.985283
235,0.983672
236,0.985349
237,0.989195
238,0.990219
239,0.988571
240,0.987267
241,0.987081
242,0.987928
243,0.989558
244,0.990285
245,0.989828
246,0.989465
247,0.9913
248,0.990536
249,0.990219
250,0.990415
251,0.990387
252,0.990871
253,0.990685
254,0.98981
255,0.989763
256,0.990024
257,0.989987
258,0.989819
259,0.990527
260,0.990424
261,0.98981
262,0.987826
263,0.987491
264,0.98723
265,0.987146
266,0.987845
267,0.987696
268,0.988375
269,0.988087
270,0.987705
271,0.98737
272,0.987165
273,0.987323
274,0.987789
275,0.987574
276,0.987267
277,0.987519
278,0.986699
279,0.985945
280,0.986224
281,0.986597
282,0.987155
283,0.986857
284,0.988925
285,0.989279
286,0.989614
287,0.989344
288,0.989567
289,0.989446
290,0.989465
291,0.989633
292,0.989204
293,0.989959
294,0.989782
295,0.990052
296,0.989567
297,0.988729
298,0.989456
299,0.989148
300,0.989083
301,0.989167
302,0.989512
303,0.989912
304,0.989679
305,0.989717
306,0.989046
307,0.990042
308,0.987789
309,0.988012
310,0.98804
311,0.988301
312,0.988403
313,0.987947
314,0.98804
315,0.987649
316,0.987612
317,0.987221
318,0.987714
319,0.987584
320,0.98695
321,0.987239
322,0.987733
323,0.986783
324,0.987817
325,0.987537
326,0.987016
327,0.985749
328,0.987584
329,0.987947
330,0.987537
331,0.986755
332,0.987677
333,0.988431
334,0.987537
335,0.987528
336,0.987789
337,0.987323
338,0.987509
339,0.987584
340,0.987668
341,0.986997
342,0.98682
343,0.987677
344,0.987891
345,0.987565
346,0.987519
347,0.98764
348,0.987258
349,0.986764
350,0.986354
351,0.986885
352,0.986792
353,0.987006
354,0.986997
355,0.986354
356,0.98682
357,0.985535
358,0.98411
359,0.985246
360,0.98642
361,0.986643
362,0.987165
363,0.987109
